"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"26 MAR1999",1.0815,128.9300,1.5965,0.66500,8.9500,7.4318,8.3760,1.6281,1.6998,2.0138,0.7943,0.5793,38.3550,253.9000,4.2763,15.6466,44.7520,78.2200,0.6357,15952.0000,"_","_",399139.0000,4.3246,8.3737,1.8714,6.7080,1321.2600,"_","_",9590.7800,4.1065,41.8750,28.7724,40.6325,10.4175,"_"
"29 MAR1999",1.0692,128.7800,1.5943,0.66150,8.9550,7.4316,8.3635,1.6185,1.6904,2.0073,0.7881,0.5792,38.5400,253.9600,4.2757,15.6466,44.9790,77.8900,0.6321,16038.0000,"_","_",399809.0000,4.2784,8.2848,1.8537,6.6798,1309.8200,"_","_",9435.2700,4.0574,41.4830,26.9426,40.2375,10.2532,"_"
"30 MAR1999",1.0711,128.8600,1.5956,0.66380,8.9525,7.4317,8.3585,1.6223,1.7003,2.0107,0.7904,0.5790,38.4400,254.8900,4.2580,15.6466,44.9000,77.9800,0.6334,16420.0000,"_","_",400396.0000,4.2890,8.3049,1.8577,6.6655,1312.5200,"_","_",9351.4700,4.0673,41.5840,26.6183,40.3801,10.2245,"_"
"31 MAR1999",1.0742,127.8100,1.5981,0.66630,8.8870,7.4317,8.3475,1.6211,1.7060,2.0243,0.7910,0.5791,38.3930,254.8200,4.2947,15.6466,44.9620,78.1000,0.6336,16059.0000,"_","_",400814.0000,4.2983,8.3226,1.8544,6.6493,1317.8600,"_","_",9344.2500,4.0814,41.6470,26.8834,40.3843,10.2562,"_"
"01 ABR1999",1.0772,128.7200,1.5957,0.66900,8.8890,7.4316,8.3425,1.6205,1.6928,2.0108,0.7932,0.5804,38.4820,254.4100,4.3380,15.6466,44.9910,78.3100,0.6361,15953.0000,"_","_",403086.0000,4.3202,8.3687,1.8671,6.6501,1321.6200,"_","_",9312.8600,4.1035,41.8390,28.1222,40.6688,10.2802,"_"
"02 ABR1999",1.0772,129.8500,1.5973,0.67200,8.8811,7.4317,8.3460,1.6162,1.6992,2.0204,0.7947,0.5804,38.4420,253.9700,4.3500,15.6466,44.9820,78.3300,0.6365,15937.0000,"_","_",403010.0000,4.3102,8.3492,1.8655,6.6412,1319.6500,"_","_",9292.1700,4.0940,41.7480,28.8139,40.5946,10.2650,"_"
"05 ABR1999",1.0752,130.5500,1.5968,0.67020,8.8846,7.4308,8.3505,1.6096,1.6956,2.0148,0.7964,0.5794,38.4870,253.3000,4.3293,15.6466,44.9830,78.2800,0.6350,15988.0000,"_","_",403671.0000,4.3018,8.3338,1.8640,6.6340,1318.8000,"_","_",9300.9300,4.0861,41.4510,27.9835,40.5370,10.1988,"_"
"06 ABR1999",1.0726,129.9900,1.5950,0.67590,8.8705,7.4312,8.3345,1.6140,1.7063,2.0263,0.7946,0.5791,38.3520,253.1600,4.3143,15.6466,44.8940,78.3800,0.6340,15902.0000,"_","_",403131.0000,4.2888,8.3165,1.8603,6.6689,1312.9100,"_","_",9413.9200,4.0744,41.2800,27.6231,40.5962,10.1430,"_"
"07 ABR1999",1.0812,131.2700,1.5952,0.67720,8.9290,7.4313,8.3685,1.6246,1.7213,2.0341,0.7980,0.5793,38.1990,254.1200,4.3055,15.6466,44.9180,78.9600,0.6370,15677.0000,"_","_",406178.0000,4.3237,8.3786,1.8765,6.6764,1321.5900,"_","_",9459.2100,4.1080,41.6210,27.8100,40.8313,10.2773,"_"
"08 ABR1999",1.0818,130.4500,1.5958,0.67310,8.9640,7.4322,8.4105,1.6215,1.7324,2.0382,0.7979,0.5793,38.0630,253.5300,4.2928,15.6466,44.7880,78.9400,0.6378,15713.0000,"_","_",406605.0000,4.3279,8.3819,1.8717,6.7423,1323.1700,"_","_",9468.8300,4.1112,41.6860,28.2712,40.9302,10.2370,"_"
"09 ABR1999",1.0778,130.7500,1.5968,0.67240,8.9440,7.4323,8.4120,1.6202,1.7162,2.0212,0.7962,0.5804,38.0360,253.3300,4.2918,15.6466,44.7450,78.7400,0.6370,15386.0000,"_","_",405940.0000,4.3098,8.3495,1.8685,6.6692,1317.9600,"_","_",9428.5900,4.0947,41.5130,28.2049,41.0008,10.2475,"_"
"12 ABR1999",1.0867,130.2700,1.6030,0.67230,9.0200,7.4336,8.4048,1.6281,1.7106,2.0041,0.7989,0.5805,38.1320,254.8200,4.3078,15.6466,44.9010,79.0800,0.6407,15521.0000,"_","_",409852.0000,4.3495,8.4257,1.8720,6.7059,1329.3500,"_","_",9488.0100,4.1321,41.7890,28.2139,41.2144,10.4195,"_"
"13 ABR1999",1.0765,129.6600,1.6032,0.66710,8.9575,7.4334,8.3645,1.6049,1.6920,1.9875,0.7933,0.5793,38.1550,253.6900,4.3023,15.6466,44.8520,78.7100,0.6369,15920.0000,"_","_",408367.0000,4.3050,8.3430,1.8486,6.6971,1315.0500,"_","_",9392.0300,4.0902,41.2780,27.9016,40.7813,10.2219,"_"
"14 ABR1999",1.0787,128.5500,1.6052,0.66670,8.9380,7.4331,8.3410,1.6103,1.6886,1.9836,0.7932,0.5793,38.0000,253.6700,4.2905,15.6466,44.8920,78.5700,0.6361,16073.0000,"_","_",409524.0000,4.3143,8.3612,1.8282,6.5774,1311.0800,"_","_",9332.5000,4.0999,41.2470,27.8950,40.5181,10.2496,"_"
"15 ABR1999",1.0786,128.0100,1.6035,0.66820,8.9290,7.4333,8.3450,1.6114,1.6981,1.9963,0.7934,0.5793,37.7100,253.6500,4.2861,15.6466,44.8780,78.4500,0.6356,16125.0000,"_","_",409291.0000,4.3132,8.3577,1.8238,6.5687,1310.2600,"_","_",9341.6500,4.0983,41.1450,27.6065,40.4724,10.2948,"_"
"16 ABR1999",1.0668,126.1600,1.6027,0.66330,8.8825,7.4332,8.2875,1.5851,1.6535,1.9638,0.7863,0.5790,37.9220,252.6800,4.2838,15.6466,44.9100,77.9700,0.6297,15897.0000,"_","_",407640.0000,4.2696,8.2710,1.8210,6.5391,1297.9600,"_","_",9233.0100,4.0562,40.7210,27.3522,40.0008,10.1617,"_"
"19 ABR1999",1.0636,125.6700,1.6015,0.65860,8.8830,7.4330,8.2685,1.5759,1.6325,1.9338,0.7837,0.5788,37.7450,251.5200,4.2657,15.6466,45.0030,77.7800,0.6269,15846.0000,"_","_",408831.0000,4.2546,8.2394,1.8133,6.4608,1284.1800,"_","_",9183.3300,4.0413,40.3600,26.7630,39.7058,10.0529,"_"
"20 ABR1999",1.0646,125.4800,1.6040,0.65890,8.8990,7.4328,8.2755,1.5825,1.6374,1.9332,0.7844,0.5788,37.8320,251.2700,4.2675,15.6466,45.0030,77.7800,0.6269,15846.0000,"_","_",408831.0000,4.2546,8.2394,1.8133,6.4608,1284.1800,"_","_",9183.3300,4.0413,40.3600,26.7630,39.7058,10.0529,"_"
"21 ABR1999",1.0586,126.2600,1.6000,0.65930,8.9050,7.4326,8.2560,1.5775,1.6349,1.9358,0.7829,0.5786,37.7970,250.2100,4.2522,15.6466,44.9210,77.7000,0.6251,15649.0000,"_","_",408810.0000,4.2351,8.2020,1.8118,6.4389,1257.8300,"_","_",9146.3100,4.0227,40.3330,26.4121,39.7788,9.9244,"_"
"22 ABR1999",1.0581,126.9500,1.6010,0.65850,8.9090,7.4327,8.2645,1.5730,1.6366,1.9392,0.7838,0.5787,37.8820,249.4900,4.2641,15.6466,45.0300,77.7900,0.6252,15710.0000,"_","_",409072.0000,4.2347,8.2020,1.8093,6.4359,1262.6700,"_","_",9095.6700,4.0220,40.3780,26.4113,39.7903,9.8542,"_"
"23 ABR1999",1.0634,127.2500,1.6023,0.65830,8.8945,7.4335,8.2765,1.5725,1.6257,1.9305,0.7858,0.5788,37.8390,251.6000,4.2608,15.6466,44.9140,77.9200,0.6281,15735.0000,"_","_",411957.0000,4.2541,8.2404,1.8187,6.4962,1265.2700,"_","_",9117.3800,4.0404,40.4570,26.4052,39.9623,9.9042,"_"
"26 ABR1999",1.0614,126.2200,1.6027,0.65690,8.8945,7.4335,8.2668,1.5692,1.6349,1.9358,0.7841,0.5787,37.7100,250.7000,4.2377,15.6466,44.7990,77.8700,0.6268,15703.0000,"_","_",412184.0000,4.2461,8.2230,1.8046,6.4480,1257.4100,"_","_",9151.5700,4.0322,40.2690,26.0381,40.0069,9.8630,"_"
"27 ABR1999",1.0630,127.3400,1.6047,0.65870,8.9030,7.4346,8.2765,1.5744,1.6429,1.9423,0.7855,0.5788,37.6830,250.7400,4.2457,15.6466,44.8180,77.9900,0.6285,15780.0000,"_","_",413557.0000,4.2534,8.2419,1.8080,6.4463,1254.5800,"_","_",9127.5800,4.0402,40.3910,26.1335,40.0230,9.9215,"_"
"28 ABR1999",1.0666,127.0500,1.6088,0.65830,8.9130,7.4336,8.2960,1.5725,1.6324,1.9368,0.7872,0.5789,37.8070,251.2700,4.2522,15.6466,44.9270,77.9400,0.6308,15862.0000,"_","_",414253.0000,4.2669,8.2646,1.8090,6.4722,1257.1700,"_","_",9111.5400,4.0520,40.5200,26.2630,39.9063,9.9220,"_"
"29 ABR1999",1.0604,126.1600,1.6072,0.65840,8.9110,7.4330,8.2695,1.5607,1.6123,1.9063,0.7838,0.5787,37.6920,250.5800,4.2247,15.6466,44.9640,77.8900,0.6267,15893.0000,"_","_",413086.0000,4.2425,8.2183,1.7997,6.4287,1246.9700,"_","_",8753.2000,4.0293,40.3470,25.9150,39.6571,9.8348,"_"
"30 ABR1999",1.0597,126.9000,1.6113,0.65710,8.9075,7.4323,8.2515,1.5519,1.6078,1.8962,0.7842,0.5786,37.6430,250.5200,4.1883,15.6466,44.9510,77.9300,0.6273,15832.0000,"_","_",413470.0000,4.2383,8.2125,1.8017,6.4682,1258.4500,"_","_",8718.0500,4.0262,40.2660,26.1118,39.4060,9.8322,"_"
"03 MAY1999",1.0589,126.9300,1.6111,0.65710,8.9185,7.4320,8.2445,1.5415,1.5987,1.8916,0.7847,0.5787,37.5070,250.0200,4.1763,15.6466,44.8960,78.1800,0.6279,15806.0000,"_","_",415285.0000,4.2367,8.2073,1.8015,6.4308,1260.3600,"_","_",8416.2800,4.0239,40.1060,26.2016,39.1701,9.8372,"_"
"04 MAY1999",1.0564,128.0400,1.6098,0.65530,8.9485,7.4320,8.2385,1.5343,1.5996,1.8933,0.7837,0.5785,37.5430,249.5000,4.1708,15.6466,45.0200,78.3100,0.6271,15801.0000,"_","_",414829.0000,4.2271,8.1877,1.8006,6.4196,1264.1900,"_","_",8397.6100,4.0142,39.8780,26.1435,38.8983,9.7761,"_"
"05 MAY1999",1.0667,128.7800,1.6041,0.65520,8.9845,7.4322,8.2565,1.5535,1.6194,1.9171,0.7880,0.5788,37.5470,250.1900,4.1765,15.6466,44.9500,78.5900,0.6309,15934.0000,"_","_",417261.0000,4.2678,8.2654,1.8119,6.4989,1276.9300,"_","_",8545.7400,4.0529,40.3160,25.9924,39.2651,9.9083,"_"
"06 MAY1999",1.0799,130.6000,1.6080,0.66010,9.0050,7.4323,8.2685,1.5630,1.6107,1.9144,0.7945,0.5794,37.5290,250.6000,4.2002,15.6466,44.9220,79.0300,0.6364,16140.0000,"_","_",421187.0000,4.3209,8.3697,1.8373,6.5728,1298.4600,"_","_",8678.9000,4.1033,40.9520,26.0123,39.9580,10.0335,"_"
"07 MAY1999",1.0786,130.1300,1.6078,0.66100,8.9575,7.4332,8.2585,1.5725,1.6122,1.9233,0.7940,0.5793,37.6900,251.5500,4.2063,15.6466,45.0500,79.0300,0.6361,16147.0000,"_","_",420677.0000,4.3157,8.3593,1.8318,6.6226,1296.9000,"_","_",8467.4200,4.0981,40.8520,26.1735,39.7321,10.0965,"_"
"10 MAY1999",1.0735,129.8200,1.6075,0.66040,8.9445,7.4323,8.2110,1.5662,1.6012,1.9183,0.7916,0.5791,37.6900,250.4800,4.1918,15.6466,45.1560,78.9500,0.6336,16070.0000,"_","_",421600.0000,4.2954,8.3210,1.8240,6.5940,1289.1600,"_","_",8284.3600,4.0795,40.4190,26.0473,39.5084,9.9894,"_"
"11 MAY1999",1.0732,129.9700,1.6082,0.66190,8.9420,7.4327,8.2215,1.5618,1.5970,1.9125,0.7918,0.5792,37.5580,249.7800,4.1851,15.6466,45.1930,79.0500,0.6338,16083.0000,"_","_",421984.0000,4.2966,8.3230,1.8238,6.6361,1286.8900,"_","_",8241.0400,4.0803,40.3730,26.1351,39.5194,9.9338,"_"
"12 MAY1999",1.0645,128.8800,1.6052,0.65770,8.9440,7.4329,8.1982,1.5495,1.5961,1.9004,0.7875,0.5788,37.6670,250.0600,4.1717,15.6466,45.4810,78.6300,0.6289,15917.0000,"_","_",420644.0000,4.2594,8.2498,1.8089,6.6046,1283.2000,"_","_",8332.4000,4.0450,40.0180,26.7722,39.1470,9.8767,"_"
"13 MAY1999",1.0622,129.2000,1.6013,0.65600,8.9634,7.4330,8.2190,1.5540,1.5891,1.8992,0.7865,0.5788,37.7450,249.9900,4.1977,15.6466,45.4440,78.6000,0.6270,15954.0000,"_","_",420446.0000,4.2504,8.2324,1.8107,6.6398,1281.0200,"_","_",8316.3400,4.0356,40.0370,27.3051,39.3107,9.8820,"_"
"14 MAY1999",1.0676,130.7800,1.6020,0.66010,8.9490,7.4330,8.1825,1.5561,1.6051,1.9103,0.7910,0.5789,37.6270,250.2700,4.1937,15.6466,45.6860,78.5700,0.6305,15985.0000,"_","_",421491.0000,4.2716,8.2729,1.8274,6.5904,1289.0100,"_","_",8342.5200,4.0554,40.3510,27.0932,39.6096,9.8983,"_"
"17 MAY1999",1.0685,131.4700,1.6023,0.65980,8.9775,7.4344,8.2007,1.5683,1.6117,1.9175,0.7924,0.5789,37.6290,250.4600,4.1917,15.6466,46.1960,78.3900,0.6312,16295.0000,"_","_",424023.0000,4.2764,8.2846,1.8296,6.6434,1289.6500,"_","_",8506.0600,4.0611,40.6110,26.4185,39.8214,10.0373,"_"
"18 MAY1999",1.0690,131.6200,1.6023,0.65920,9.0030,7.4338,8.2115,1.5585,1.5896,1.9032,0.7920,0.5790,37.6700,250.2800,4.1885,15.6466,46.8230,78.4000,0.6314,16575.0000,"_","_",424768.0000,4.2777,8.2883,1.8296,6.5927,1283.3400,"_","_",8418.3900,4.0622,40.3290,26.4685,39.5210,9.9578,"_"
"19 MAY1999",1.0634,132.4000,1.6017,0.65690,9.0280,7.4346,8.2643,1.5598,1.6051,1.9268,0.7909,0.5788,37.7100,249.7300,4.1685,15.6466,47.4840,78.1700,0.6298,16451.0000,"_","_",423319.0000,4.2536,8.2433,1.8310,6.5798,1275.3400,"_","_",8599.6800,4.0394,40.1500,26.3624,39.5170,9.8443,"_"
"20 MAY1999",1.0639,132.1600,1.6020,0.65910,8.9965,7.4357,8.2600,1.5593,1.6083,1.9372,0.7909,0.5788,37.9110,250.0500,4.1819,15.6466,47.0360,78.3300,0.6316,16469.0000,"_","_",424443.0000,4.2578,8.2498,1.8320,6.6175,1275.3400,"_","_",8537.8000,4.0428,40.3750,26.4964,39.4650,9.9336,"_"
"21 MAY1999",1.0572,131.2500,1.6034,0.65830,8.9620,7.4351,8.2255,1.5442,1.5906,1.9285,0.7869,0.5787,37.8270,250.0900,4.1667,15.6466,46.9530,78.0600,0.6281,16410.0000,"_","_",423686.0000,4.2300,8.1967,1.8190,6.5467,1261.3800,"_","_",8499.0900,4.0170,39.9690,26.2320,39.1074,9.8469,"_"
"24 MAY1999",1.0585,130.8600,1.6023,0.66170,8.9754,7.4355,8.2435,1.5458,1.6103,1.9454,0.7877,0.5786,37.8070,250.2800,4.1636,15.6466,46.8050,78.2100,0.6291,16417.0000,"_","_",425109.0000,4.2360,8.2083,1.8223,6.5812,1258.8800,"_","_",8526.6300,4.0225,40.0770,26.1563,39.2140,9.9314,"_"
"25 MAY1999",1.0627,130.4100,1.5964,0.66340,8.9895,7.4349,8.2565,1.5481,1.6134,1.9494,0.7898,0.5787,37.9160,250.9700,4.1903,15.6466,46.6540,78.3700,0.6318,16480.0000,"_","_",426353.0000,4.2524,8.2392,1.8314,6.6299,1260.8300,"_","_",8484.8700,4.0380,40.1880,26.0390,39.3747,10.0735,"_"
"26 MAY1999",1.0535,128.7700,1.5949,0.65800,8.9870,7.4334,8.2380,1.5446,1.6205,1.9717,0.7834,0.5785,37.8670,250.4300,4.1753,15.6466,46.4480,78.0900,0.6270,16366.0000,"_","_",424740.0000,4.2156,8.1688,1.8247,6.6004,1254.7200,"_","_",8522.8200,4.0033,40.1070,25.8424,39.1428,10.1127,"_"
"27 MAY1999",1.0473,128.0500,1.5939,0.65510,8.9780,7.4322,8.2505,1.5374,1.6057,1.9543,0.7817,0.5780,37.8000,249.9300,4.1667,15.6466,46.4680,78.1000,0.6240,16322.0000,"_","_",423843.0000,4.1912,8.1219,1.8136,6.5535,1244.7800,"_","_",8481.1400,3.9798,39.9280,25.7839,38.8959,10.0855,"_"
"28 MAY1999",1.0479,126.7000,1.5941,0.65460,8.9950,7.4320,8.2445,1.5463,1.6046,1.9557,0.7792,0.5782,37.5850,250.1200,4.1753,15.6466,45.7070,77.9800,0.6221,16364.0000,"_","_",423800.0000,4.1927,8.1248,1.8076,6.5545,1242.4200,"_","_",8492.8300,3.9813,39.8230,25.9134,38.9224,10.2361,"_"
"31 MAY1999",1.0456,127.1800,1.5943,0.65240,8.9680,7.4318,8.2375,1.5411,1.6074,1.9531,0.7792,0.5785,37.5530,249.6400,4.1518,15.6466,45.5000,77.8900,0.6215,16327.0000,"_","_",425048.0000,4.1840,8.1078,1.8056,6.4984,1240.3300,"_","_",8468.5800,3.9729,39.7030,25.8552,38.7724,10.1048,"_"
"01 JUN1999",1.0434,126.3500,1.5928,0.65050,8.9675,7.4313,8.2355,1.5405,1.6187,1.9661,0.7776,0.5780,37.5630,249.2000,4.1575,15.6466,45.1780,77.7900,0.6201,16301.0000,"_","_",425272.0000,4.1750,8.0924,1.7980,6.4821,1238.6700,"_","_",8477.6300,3.9638,39.6380,25.7459,38.7102,10.1314,"_"
"02 JUN1999",1.0382,125.7100,1.5912,0.64430,8.9830,7.4317,8.2415,1.5400,1.6075,1.9689,0.7741,0.5778,37.4770,248.6200,4.1445,15.6466,45.4050,77.4600,0.6182,16250.0000,"_","_",424418.0000,4.1534,8.0480,1.7907,6.4332,1231.1100,"_","_",8464.4900,3.9442,39.4420,25.4869,38.5080,10.1408,"_"
"03 JUN1999",1.0382,125.8000,1.5928,0.64580,8.9340,7.4311,8.2410,1.5344,1.6082,1.9800,0.7748,0.5778,37.5340,248.7800,4.1450,15.6466,45.5530,77.4400,0.6190,16321.0000,"_","_",425123.0000,4.1542,8.0522,1.7922,6.4472,1229.9500,"_","_",8486.8900,3.9450,39.5280,25.4918,38.4998,10.0804,"_"
"04 JUN1999",1.0315,125.4500,1.5877,0.64120,8.9115,7.4302,8.2275,1.5233,1.5837,1.9444,0.7714,0.5777,37.4860,248.4100,4.1335,15.6466,45.6960,77.1600,0.6160,16250.0000,"_","_",424659.0000,4.1280,8.0018,1.7811,6.3747,1221.1600,"_","_",8330.1900,3.9201,39.2530,25.3877,38.2776,9.9756,"_"
"07 JUN1999",1.0316,124.7000,1.5858,0.64140,8.8965,7.4305,8.1950,1.5148,1.5621,1.9209,0.7710,0.5776,37.4530,248.5500,4.1268,15.6466,45.7860,77.1900,0.6160,16275.0000,"_","_",425319.0000,4.1293,8.0050,1.7793,6.3295,1221.3100,"_","_",7971.8200,3.9215,39.1890,25.3808,38.2596,9.8608,"_"
"08 JUN1999",1.0385,125.9900,1.5909,0.64890,8.9035,7.4302,8.1925,1.5242,1.5732,1.9549,0.7750,0.5779,37.3380,248.9400,4.1350,15.6466,45.5570,77.3100,0.6202,16386.0000,"_","_",427046.0000,4.1559,8.0561,1.7786,6.3209,1223.4700,"_","_",7899.7000,3.9467,39.2590,25.4131,38.3559,9.8273,"_"
"09 JUN1999",1.0466,124.4800,1.5914,0.65230,8.9285,7.4303,8.2120,1.5413,1.5777,1.9568,0.7771,0.5782,37.2870,249.5900,4.1420,15.6466,45.5960,77.5400,0.6229,16493.0000,"_","_",429484.0000,4.1875,8.1194,1.7922,6.4012,1220.2200,"_","_",8110.3800,3.9767,39.5580,25.5085,38.6891,9.9596,"_"
"10 JUN1999",1.0474,124.5000,1.5947,0.65380,8.9020,7.4303,8.2000,1.5395,1.5834,1.9572,0.7779,0.5781,37.2930,249.8000,4.1155,15.6466,45.8040,77.5500,0.6228,16538.0000,"_","_",430063.0000,4.1912,8.1256,1.7956,6.4263,1222.5000,"_","_",8081.8600,3.9801,39.6230,25.5340,38.6965,10.0513,"_"
"11 JUN1999",1.0474,124.0900,1.5970,0.65060,8.8785,7.4304,8.1965,1.5273,1.5796,1.9419,0.7758,0.5782,37.1670,249.8300,4.1195,15.6466,45.6960,77.3800,0.6219,16520.0000,"_","_",430854.0000,4.1877,8.1243,1.7926,6.4077,1222.6200,"_","_",8037.2700,3.9800,39.7000,25.5936,38.6417,10.0331,"_"
"14 JUN1999",1.0437,125.4200,1.5952,0.64730,8.8530,7.4302,8.1805,1.5234,1.5765,1.9457,0.7758,0.5782,37.0550,249.8700,4.1132,15.6466,45.6520,77.4600,0.6221,16428.0000,"_","_",431049.0000,4.1736,8.0951,1.7880,6.3509,1221.0100,"_","_",7774.8300,3.9657,39.5060,25.5004,38.6184,9.9889,"_"
"15 JUN1999",1.0392,125.2700,1.5941,0.65010,8.8630,7.4302,8.1890,1.5207,1.5735,1.9427,0.7746,0.5780,37.0530,249.8000,4.0917,15.6466,45.4460,77.4500,0.6211,16372.0000,"_","_",430530.0000,4.1564,8.0626,1.7778,6.3370,1211.3100,"_","_",7571.3100,3.9494,39.4160,25.4629,38.4178,9.8734,"_"
"16 JUN1999",1.0345,124.4000,1.5944,0.65100,8.8100,7.4302,8.1685,1.5138,1.5754,1.9501,0.7727,0.5778,37.0530,249.0700,4.0627,15.6466,45.1470,76.6800,0.6193,16305.0000,"_","_",429669.0000,4.1354,8.0221,1.7637,6.3409,1204.2100,"_","_",7519.7400,3.9296,39.0890,25.3571,38.1831,9.8602,"_"
"17 JUN1999",1.0340,123.9700,1.5976,0.64810,8.7945,7.4314,8.1510,1.5046,1.5690,1.9309,0.7718,0.5778,37.0130,249.2200,4.0528,15.6466,45.4000,76.5300,0.6194,16363.0000,"_","_",430201.0000,4.1349,8.0200,1.7598,6.2867,1206.2600,"_","_",7516.8300,3.9291,39.0110,25.2853,38.0804,9.7657,"_"
"18 JUN1999",1.0388,124.5200,1.5969,0.65060,8.7485,7.4312,8.1370,1.5215,1.5907,1.9515,0.7752,0.5777,36.8970,249.5500,4.0673,15.6466,45.4410,76.7500,0.6205,16439.0000,"_","_",430864.0000,4.1522,8.0564,1.7709,6.1964,1208.0600,"_","_",7569.2200,3.9456,39.2480,25.3190,38.3284,9.7081,"_"
"21 JUN1999",1.0339,126.3000,1.5967,0.65060,8.7295,7.4318,8.1040,1.5119,1.5804,1.9515,0.7734,0.5777,36.8530,249.3200,4.0357,15.6466,45.4770,77.2700,0.6209,16410.0000,"_","_",432131.0000,4.1374,8.0239,1.7677,6.2263,1205.7100,"_","_",7241.5100,3.9304,39.2000,25.1772,38.1472,9.6624,"_"
"22 JUN1999",1.0313,125.6000,1.5952,0.64980,8.6655,7.4324,8.0895,1.5176,1.5847,1.9519,0.7718,0.5778,36.8330,249.1300,4.0378,15.6466,45.4000,76.9400,0.6197,16205.0000,"_","_",431884.0000,4.1252,8.0028,1.7532,6.1784,1195.5700,"_","_",7102.2600,3.9199,38.9160,25.2059,37.7548,9.6780,"_"
"23 JUN1999",1.0280,125.5500,1.5970,0.65110,8.7165,7.4319,8.1060,1.5104,1.5689,1.9328,0.7709,0.5776,36.8450,248.5700,4.0343,15.6466,45.2930,76.7000,0.6197,16208.0000,"_","_",431751.0000,4.1200,7.9907,1.7526,6.1853,1197.3800,"_","_",6885.5500,3.9140,38.9440,25.0367,37.8010,9.6357,"_"
"24 JUN1999",1.0321,126.0500,1.5977,0.65330,8.7315,7.4320,8.1100,1.5165,1.5672,1.9246,0.7731,0.5778,36.9600,249.4800,4.0458,15.6466,45.3000,76.7200,0.6216,16186.0000,"_","_",432335.0000,4.1319,8.0133,1.7570,6.2271,1195.3500,"_","_",6970.7300,3.9243,39.1240,25.1231,37.8692,9.7113,"_"
"25 JUN1999",1.0443,126.8000,1.5995,0.65780,8.7572,7.4322,8.1530,1.5353,1.5746,1.9471,0.7786,0.5792,36.9700,250.5500,4.0888,15.6466,45.4540,77.2600,0.6253,16437.0000,"_","_",437144.0000,4.1781,8.1026,1.7775,6.3093,1206.1700,"_","_",7202.1800,3.9684,39.5270,25.5027,38.3872,9.8988,"_"
"28 JUN1999",1.0388,125.9600,1.5995,0.65640,8.7545,7.4327,8.1315,1.5242,1.5781,1.9428,0.7763,0.5779,36.8360,249.9900,4.0865,15.6466,45.4580,77.1400,0.6233,16452.0000,"_","_",436183.0000,4.1554,8.0590,1.7706,6.2967,1201.2000,"_","_",6870.6800,3.9480,39.3770,25.3587,38.3210,9.9418,"_"
"29 JUN1999",1.0364,125.3000,1.6012,0.65440,8.7485,7.4343,8.1210,1.5258,1.5775,1.9503,0.7750,0.5778,36.6820,249.8700,4.0723,15.6466,45.3610,76.8700,0.6223,16483.0000,"_","_",435934.0000,4.1457,8.0380,1.7658,6.2754,1199.0300,"_","_",6921.1500,3.9372,39.3510,25.1100,38.2062,9.7984,"_"
"30 JUN1999",1.0328,124.8200,1.6034,0.65630,8.7470,7.4341,8.1045,1.5262,1.5598,1.9404,0.7732,0.5777,36.4180,249.6400,4.0580,15.6466,45.3270,77.0300,0.6212,16388.0000,"_","_",434931.0000,4.1325,8.0116,1.7558,6.2621,1195.4700,"_","_",6883.6200,3.9239,39.2390,25.0558,38.0639,9.7374,"_"
"01 JUL1999",1.0264,124.1200,1.6043,0.65020,8.7215,7.4356,8.0855,1.5035,1.5336,1.9164,0.7731,0.5778,36.1710,249.3000,4.0243,15.6466,45.1090,76.6400,0.6177,16238.0000,"_","_",433811.0000,4.1057,7.9614,1.7429,6.1620,1195.0700,"_","_",7029.8200,3.8998,38.9460,24.9020,37.7660,9.6151,"_"
"02 JUL1999",1.0241,123.9300,1.6060,0.64980,8.7005,7.4353,8.0810,1.5066,1.5347,1.9242,0.7689,0.5774,36.1840,249.1200,4.0152,15.6466,45.1840,76.6200,0.6180,16274.0000,"_","_",433905.0000,4.0985,7.9507,1.7409,6.1892,1193.0700,"_","_",6993.9300,3.8941,39.0120,25.0628,37.7774,9.6173,"_"
"05 JUL1999",1.0232,125.1800,1.6055,0.64910,8.7015,7.4353,8.0700,1.4985,1.5370,1.9327,0.7689,0.5774,36.1880,249.0800,4.0085,15.6466,45.1690,76.5800,0.6181,16200.0000,"_","_",435258.0000,4.0934,7.9408,1.7370,6.1583,1190.7300,"_","_",6856.7900,3.8889,39.0380,25.0273,37.7635,9.5586,"_"
"06 JUL1999",1.0221,124.8700,1.6040,0.65140,8.7015,7.4352,8.0645,1.4984,1.5274,1.9244,0.7692,0.5773,36.1470,248.9700,4.0062,15.6466,45.1340,76.6100,0.6180,16243.0000,"_","_",435419.0000,4.0898,7.9323,1.7372,6.1494,1193.7700,"_","_",6866.0900,3.8855,38.9570,25.0206,37.6025,9.5334,"_"
