"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"06 FEB2013",1.3517,126.4800,1.2348,0.86310,8.5895,7.4597,7.4230,1.3493,1.3109,1.6061,0.8804,"_",25.7320,294.2300,4.1868,"_","_","_",0.6999,4.3895,1.9558,71.8490,2.3858,3.4528,10.4814,1.6730,12.0593,1474.2400,8.4238,7.5865,13117.7600,4.1864,54.9730,40.5934,40.2670,17.1056,2.6869
"07 FEB2013",1.3546,126.8800,1.2312,0.86240,8.6339,7.4605,7.4350,1.3488,1.3135,1.6241,0.8813,"_",25.2750,294.3500,4.1885,"_","_","_",0.6998,4.4103,1.9558,72.1800,2.3940,3.4528,10.5067,1.6775,12.0740,1479.0300,8.4420,7.5790,13144.5500,4.2002,55.0580,40.6910,40.3400,17.1761,2.6881
"08 FEB2013",1.3374,123.5200,1.2282,0.84635,8.5950,7.4603,7.3910,1.3361,1.2942,1.5962,0.8724,"_",25.2430,292.2200,4.1592,"_","_","_",0.6996,4.3970,1.9558,71.5580,2.3707,3.4528,10.3723,1.6553,11.9361,1461.8000,8.3392,7.5790,12932.0800,4.1435,54.4310,40.3840,39.8410,17.0465,2.6188
"11 FEB2013",1.3391,125.1200,1.2294,0.85350,8.5754,7.4617,7.3795,1.3494,1.3029,1.6081,0.8753,"_",25.2400,291.7200,4.1537,"_","_","_",0.6995,4.4003,1.9558,72.1170,2.3744,3.4528,10.3847,1.6599,11.9345,1464.8100,8.3458,7.5765,12869.9900,4.1492,54.5350,40.4000,39.9720,17.0970,2.6429
"12 FEB2013",1.3438,126.6000,1.2328,0.86150,8.5701,7.4615,7.3870,1.3512,1.3107,1.6081,0.8780,"_",25.3150,291.2800,4.1760,"_","_","_",0.6998,4.4075,1.9558,72.3441,2.3859,3.4528,10.4218,1.6714,12.0666,1469.1600,8.3771,7.5795,12960.4700,4.1657,54.7330,40.4400,40.1390,17.1363,2.6506
"13 FEB2013",1.3480,125.9500,1.2365,0.86600,8.4768,7.4616,7.3710,1.3518,1.3036,1.6022,0.8795,"_",25.4230,289.1000,4.1718,"_","_","_",0.6997,4.3868,1.9558,72.5480,2.3788,3.4528,10.4550,1.6696,11.9221,1464.9100,8.4014,7.5840,13001.8900,4.1659,54.8200,40.4920,40.1970,17.0794,2.6569
"14 FEB2013",1.3327,124.3900,1.2293,0.85940,8.4492,7.4604,7.3605,1.3343,1.2879,1.5715,0.8736,"_",25.3830,292.5200,4.1765,"_","_","_",0.6997,4.3871,1.9558,71.8730,2.3605,3.4528,10.3352,1.6491,11.8588,1445.9300,8.3062,7.5863,12873.4000,4.1170,54.2510,40.1712,39.7280,16.9523,2.6220
"15 FEB2013",1.3325,124.0300,1.2303,0.86040,8.4557,7.4589,7.3945,1.3360,1.2895,1.5703,0.8729,"_",25.3860,292.3800,4.1906,"_","_","_",0.6996,4.3885,1.9558,72.3550,2.3572,3.4528,10.3330,1.6487,11.7457,1440.1500,8.3044,7.5860,12885.3000,4.1228,54.1590,40.1550,39.8020,16.9221,2.6075
"18 FEB2013",1.3352,125.2400,1.2332,0.86190,8.4598,7.4596,7.4070,1.3439,1.2946,1.5797,0.8729,"_",25.3880,291.9700,4.1891,"_","_","_",0.6995,4.3861,1.9558,72.5080,2.3587,3.4528,10.3538,1.6539,11.7906,1446.4300,8.3391,7.5863,12923.0700,4.1384,54.1830,40.2300,39.9090,16.9444,2.6279
"19 FEB2013",1.3349,124.8100,1.2332,0.86310,8.4483,7.4599,7.4170,1.3504,1.2905,1.5803,0.8752,"_",25.4340,290.7900,4.1679,"_","_","_",0.6997,4.3786,1.9558,72.5450,2.3720,3.4528,10.3517,1.6530,11.8713,1442.0800,8.3356,7.5890,12956.1200,4.1440,54.2660,40.2100,39.8730,16.9185,2.6169
"20 FEB2013",1.3370,125.0900,1.2347,0.87330,8.4297,7.4604,7.4065,1.3567,1.2961,1.5972,0.8767,"_",25.3930,291.3100,4.1569,"_","_","_",0.6997,4.3785,1.9558,72.3010,2.3792,3.4528,10.3678,1.6540,11.8659,1442.8300,8.3401,7.5915,12940.9400,4.1400,54.4260,40.2302,39.8690,16.9117,2.6145
"21 FEB2013",1.3186,122.8500,1.2290,0.86420,8.4615,7.4596,7.4755,1.3437,1.2859,1.5796,0.8691,"_",25.4960,292.4700,4.1735,"_","_","_",0.6997,4.3795,1.9558,72.0020,2.3656,3.4528,10.2267,1.6344,11.7640,1435.4800,8.2274,7.5905,12807.0100,4.0975,53.8290,40.0680,39.3730,16.8313,2.5935
"22 FEB2013",1.3186,122.9800,1.2272,0.86205,8.4572,7.4596,7.4670,1.3458,1.2763,1.5736,0.8697,"_",25.4920,292.5500,4.1539,"_","_","_",0.6997,4.3784,1.9558,71.5370,2.3639,3.4528,10.2277,1.6320,11.6984,1431.0900,8.2289,7.5887,12799.6500,4.0896,53.7170,40.0600,39.3470,16.7762,2.5939
"25 FEB2013",1.3304,125.0000,1.2305,0.87890,8.4740,7.4614,7.4675,1.3602,1.2897,1.5832,0.8763,"_",25.5200,293.5400,4.1470,"_","_","_",0.6999,4.3773,1.9558,71.6090,2.3879,3.4528,10.3191,1.6454,11.7421,1443.5000,8.2982,7.5885,12911.5400,4.1219,54.0920,40.2350,39.6730,16.8455,2.6142
"26 FEB2013",1.3077,120.2000,1.2167,0.86330,8.4594,7.4589,7.4595,1.3418,1.2763,1.5805,0.8644,"_",25.5610,294.9300,4.1678,"_","_","_",0.6996,4.3780,1.9558,70.7400,2.3637,3.4528,10.1467,1.6209,11.5378,1425.5300,8.1481,7.5925,12694.7100,4.0566,53.3730,40.0105,39.0090,16.7459,2.5922
"27 FEB2013",1.3097,120.0600,1.2177,0.86405,8.4352,7.4566,7.4670,1.3434,1.2842,1.5895,0.8649,"_",25.6370,295.5500,4.1648,"_","_","_",0.7006,4.3712,1.9558,70.5210,2.3640,3.4528,10.1604,1.6225,11.6220,1421.3100,8.1563,7.5928,12695.4100,4.0610,53.3070,40.0240,39.0810,16.8211,2.5950
"28 FEB2013",1.3129,121.0700,1.2209,0.86300,8.4475,7.4560,7.4870,1.3461,1.2809,1.5810,0.8667,"_",25.6370,295.8000,4.1515,"_","_","_",0.7007,4.3588,1.9558,71.3860,2.3580,3.4528,10.1830,1.6237,11.7550,1423.7100,8.1720,7.5855,12702.1200,4.0617,53.4270,40.0833,39.0850,16.7554,2.5871
"01 MAR2013",1.3000,120.5300,1.2245,0.86470,8.3660,7.4562,7.4855,1.3437,1.2741,1.5759,0.8623,"_",25.6770,295.2300,4.1477,"_","_","_",0.7006,4.3640,1.9558,71.3880,2.3457,3.4528,10.0829,1.6120,11.8092,1415.5600,8.0908,7.5912,12601.0500,4.0262,52.8670,39.9750,38.7270,16.7042,2.5825
"04 MAR2013",1.3007,121.6700,1.2256,0.86400,8.3801,7.4555,7.4455,1.3380,1.2821,1.5818,0.8635,"_",25.6600,296.7100,4.1398,"_","_","_",0.7004,4.3650,1.9558,71.3630,2.3444,3.4528,10.0878,1.6212,11.8202,1419.3000,8.0979,7.5955,12636.4500,4.0413,53.0850,39.9987,38.8000,16.6451,2.5809
"05 MAR2013",1.3034,121.4500,1.2277,0.85980,8.3384,7.4557,7.4400,1.3379,1.2735,1.5763,0.8634,"_",25.6290,298.8700,4.1310,"_","_","_",0.7010,4.3635,1.9558,71.5110,2.3391,3.4528,10.1096,1.6244,11.8214,1418.7000,8.1065,7.5930,12642.7400,4.0440,53.1150,40.0300,38.8410,16.6001,2.5680
"06 MAR2013",1.3035,121.8500,1.2301,0.86440,8.3159,7.4556,7.4250,1.3408,1.2670,1.5630,0.8640,"_",25.5650,298.5500,4.1495,"_","_","_",0.7008,4.3578,1.9558,71.3700,2.3365,3.4528,10.1099,1.6244,11.7980,1412.6900,8.1066,7.5928,12638.9600,4.0497,53.0670,39.9850,38.7920,16.5647,2.5631
"07 MAR2013",1.3010,122.8000,1.2318,0.86500,8.2940,7.4546,7.4165,1.3422,1.2685,1.5704,0.8641,"_",25.5100,299.5000,4.1512,"_","_","_",0.7005,4.3550,1.9558,71.0510,2.3407,3.4528,10.0920,1.6229,11.9340,1415.4500,8.0926,7.5905,12612.4400,4.0430,53.0200,40.0300,38.7050,16.6541,2.5612
"08 MAR2013",1.3090,125.5000,1.2355,0.87100,8.3239,7.4573,7.4435,1.3470,1.2738,1.5789,0.8681,"_",25.4430,297.6400,4.1380,"_","_","_",0.7010,4.3587,1.9558,71.1770,2.3490,3.4528,10.1525,1.6317,11.8996,1427.2300,8.1413,7.5908,12676.0700,4.0658,53.2210,40.1213,38.9030,16.6598,2.5578
"11 MAR2013",1.2994,124.9100,1.2360,0.87335,8.3260,7.4569,7.4385,1.3357,1.2702,1.5813,0.8657,"_",25.5420,303.4000,4.1472,"_","_","_",0.7008,4.3718,1.9558,70.7040,2.3438,3.4528,10.0797,1.6236,11.8990,1426.4000,8.0803,7.5875,12597.2000,4.0414,52.9380,40.0015,38.6310,16.3724,2.5283
"12 MAR2013",1.3053,125.2500,1.2344,0.87630,8.3182,7.4577,7.4455,1.3392,1.2633,1.5807,0.8693,"_",25.6620,304.6500,4.1450,"_","_","_",0.7010,4.3740,1.9558,70.7370,2.3517,3.4528,10.1251,1.6268,11.9232,1429.5800,8.1141,7.5873,12646.5700,4.0582,52.9950,40.0390,38.6240,16.3106,2.5519
"13 MAR2013",1.2981,124.5900,1.2319,0.86780,8.2931,7.4570,7.4430,1.3304,1.2573,1.5730,0.8638,"_",25.6320,305.6500,4.1385,"_","_","_",0.7012,4.3890,1.9558,70.4950,2.3510,3.4528,10.0695,1.6202,11.9595,1433.7800,8.0667,7.5865,12580.0300,4.0345,52.6270,39.9200,38.4240,16.0835,2.5440
"14 MAR2013",1.2937,124.7900,1.2347,0.86570,8.3784,7.4575,7.5320,1.3279,1.2495,1.5811,0.8637,"_",25.6150,305.3000,4.1549,"_","_","_",0.7013,4.3981,1.9558,70.3340,2.3456,3.4528,10.0370,1.6193,11.9594,1438.3800,8.0415,7.5846,12553.5800,4.0246,52.5740,39.8412,38.3580,16.0628,2.5460
"15 MAR2013",1.3086,125.5600,1.2308,0.86400,8.3515,7.4581,7.5325,1.3352,1.2609,1.5888,0.8685,"_",25.5750,305.1100,4.1505,"_","_","_",0.7014,4.3931,1.9558,70.6710,2.3666,3.4528,10.1525,1.6334,12.0108,1452.8900,8.1354,7.5825,12701.4200,4.0877,53.1210,40.0750,38.6560,16.2443,2.5785
"18 MAR2013",1.2929,122.8800,1.2221,0.85620,8.3370,7.4547,7.5015,1.3211,1.2446,1.5686,0.8605,"_",25.6200,307.1700,4.1565,"_","_","_",0.7012,4.4153,1.9558,69.9780,2.3466,3.4528,10.0351,1.6157,11.8662,1439.0400,8.0399,7.5875,12557.2300,4.0487,52.5950,39.9180,38.1790,16.1410,2.5697
"19 MAR2013",1.2944,123.4900,1.2218,0.85585,8.3421,7.4555,7.5205,1.3265,1.2475,1.5712,0.8617,"_",25.6470,305.2000,4.1548,"_","_","_",0.7015,4.4060,1.9558,70.3830,2.3509,3.4528,10.0455,1.6179,11.9332,1440.5100,8.0457,7.5887,12580.1600,4.0409,52.6750,39.9325,37.9000,16.0453,2.5637
"20 MAR2013",1.2945,123.6900,1.2222,0.85520,8.3374,7.4532,7.5450,1.3271,1.2469,1.5740,0.8626,"_",25.6700,304.9700,4.1609,"_","_","_",0.7017,4.4238,1.9558,70.3500,2.3560,3.4528,10.0489,1.6201,12.0201,1442.9800,8.0473,7.5928,12588.6300,4.0421,52.7210,39.9500,37.6960,16.0388,2.5651
"21 MAR2013",1.2910,122.9500,1.2225,0.85165,8.3654,7.4531,7.5480,1.3211,1.2375,1.5494,0.8595,"_",25.8130,305.4200,4.1828,"_","_","_",0.7017,4.4180,1.9558,70.0300,2.3425,3.4528,10.0224,1.6132,12.0050,1438.3600,8.0273,7.5950,12573.2200,4.0300,52.6000,39.9375,37.6580,15.9865,2.5726
"22 MAR2013",1.2948,122.8500,1.2212,0.85280,8.4232,7.4527,7.5395,1.3259,1.2412,1.5559,0.8608,"_",25.8320,307.2500,4.1803,"_","_","_",0.7023,4.4283,1.9558,70.3610,2.3558,3.4528,10.0517,1.6177,12.0706,1449.4500,8.0433,7.5945,12629.6500,4.0295,52.8770,40.0100,37.9640,16.0711,2.6072
"25 MAR2013",1.2935,122.5500,1.2213,0.85160,8.4361,7.4542,7.5430,1.3199,1.2356,1.5465,0.8588,"_",25.7380,306.4500,4.1607,"_","_","_",0.7021,4.4150,1.9558,70.1413,2.3528,3.4528,10.0396,1.6086,12.0035,1435.5200,8.0368,7.5935,12599.1800,4.0080,52.8400,39.8300,37.9080,15.9715,2.6031
"26 MAR2013",1.2861,121.2500,1.2209,0.84900,8.3561,7.4527,7.4975,1.3103,1.2263,1.5385,0.8573,"_",25.8060,304.5000,4.1775,"_","_","_",0.7016,4.4170,1.9558,70.0060,2.3386,3.4528,9.9800,1.5968,11.9128,1424.6600,7.9899,7.5945,12521.6400,3.9820,52.7880,39.7355,37.6840,15.8408,2.5894
"27 MAR2013",1.2768,120.3000,1.2174,0.84515,8.3020,7.4528,7.4720,1.2984,1.2234,1.5274,0.8534,"_",25.8000,304.1200,4.1818,"_","_","_",0.7014,4.4135,1.9558,69.5410,2.3271,3.4528,9.9114,1.5888,11.8725,1420.6700,7.9340,7.5950,12428.0100,3.9551,52.2330,39.5730,37.4100,15.8335,2.5838
"28 MAR2013",1.2805,120.8700,1.2195,0.84560,8.3553,7.4553,7.5120,1.3021,1.2308,1.5308,0.8548,"_",25.7400,304.4200,4.1804,"_","_","_",0.7017,4.4193,1.9558,69.5660,2.3212,3.4528,9.9420,1.5900,11.8200,1425.0300,7.9600,7.5940,12447.9600,3.9650,52.2960,39.7617,37.4230,15.8146,2.5703
"29 MAR2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"01 ABR2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 ABR2013",1.2840,119.7900,1.2159,0.84690,8.3110,7.4548,7.4670,1.3006,1.2267,1.5229,0.8553,"_",25.8810,301.9100,4.1846,"_","_","_",0.7012,4.4185,1.9558,69.5630,2.3170,3.4528,9.9403,1.5847,11.8186,1436.2400,7.9379,7.6063,12505.1400,3.9519,52.4790,40.0061,37.6210,15.8285,2.5913
"03 ABR2013",1.2828,119.9600,1.2167,0.84840,8.3258,7.4535,7.4465,1.3010,1.2237,1.5198,0.8556,"_",25.8280,302.1000,4.1908,"_","_","_",0.7013,4.4208,1.9558,69.8550,2.3205,3.4528,9.9575,1.5877,11.8463,1432.7700,7.9639,7.6095,12504.2100,3.9540,52.4850,40.5150,37.6760,15.7274,2.5912
"04 ABR2013",1.2818,122.3100,1.2155,0.84745,8.4064,7.4534,7.4490,1.3012,1.2290,1.5268,0.8571,"_",25.8170,301.3800,4.1887,"_","_","_",0.7011,4.4251,1.9558,70.3680,2.3176,3.4528,9.9514,1.5916,11.8509,1445.7600,7.9484,7.6085,12507.3200,3.9478,52.8890,40.5533,37.6460,15.7597,2.5898
"05 ABR2013",1.2944,124.4900,1.2158,0.84910,8.3984,7.4547,7.4475,1.3134,1.2425,1.5408,0.8622,"_",25.7630,301.1300,4.1738,"_","_","_",0.7012,4.4215,1.9558,70.9780,2.3294,3.4528,10.0517,1.6045,11.8430,1466.2500,8.0272,7.6100,12615.1100,3.9616,53.3190,40.8580,37.9390,15.9620,2.6060
"08 ABR2013",1.3023,128.4600,1.2168,0.85095,8.3591,7.4543,7.4540,1.3244,1.2503,1.5405,0.8662,"_",25.7270,297.7500,4.1283,"_","_","_",0.7010,4.4075,1.9558,71.0240,2.3292,3.4528,10.1107,1.6158,11.7647,1489.2100,8.0786,7.6104,12693.6800,3.9818,53.7870,40.7450,38.0660,15.8076,2.5773
"09 ABR2013",1.3040,128.9200,1.2200,0.85175,8.3765,7.4558,7.4860,1.3234,1.2449,1.5356,0.8673,"_",25.7620,297.6500,4.1304,"_","_","_",0.7009,4.4087,1.9558,71.1200,2.3248,3.4528,10.1248,1.6158,11.6805,1485.3700,8.0879,7.6125,12677.6400,3.9595,53.6880,40.6010,37.8680,15.8559,2.5946
"10 ABR2013",1.3086,129.6900,1.2183,0.85480,8.3353,7.4563,7.5060,1.3290,1.2429,1.5300,0.8692,"_",25.8650,298.1100,4.1160,"_","_","_",0.7007,4.3890,1.9558,71.3510,2.3370,3.4528,10.1587,1.6200,11.6900,1480.6100,8.1053,7.6125,12678.5400,3.9648,53.6730,40.4050,37.9760,15.8943,2.5968
"11 ABR2013",1.3119,130.3900,1.2187,0.85200,8.3138,7.4563,7.4770,1.3242,1.2411,1.5140,0.8702,"_",25.9420,297.7900,4.1124,"_","_","_",0.7009,4.3940,1.9558,71.5310,2.3464,3.4528,10.1836,1.6223,11.6910,1481.3700,8.1288,7.6203,12737.8700,3.9796,53.8250,40.4260,38.0840,15.8661,2.5876
"12 ABR2013",1.3052,129.5400,1.2167,0.84970,8.3373,7.4552,7.4820,1.3207,1.2396,1.5182,0.8671,"_",25.8710,294.5500,4.1040,"_","_","_",0.7006,4.3890,1.9558,71.1660,2.3353,3.4528,10.1303,1.6153,11.6565,1474.8500,8.0819,7.6125,12670.5200,3.9662,53.9030,40.4950,37.8900,15.7440,2.5827
"15 ABR2013",1.3081,127.8300,1.2147,0.85290,8.3704,7.4560,7.5005,1.3350,1.2573,1.5443,0.8679,"_",25.8640,294.3100,4.1132,"_","_","_",0.7006,4.3816,1.9558,71.4600,2.3414,3.4528,10.1545,1.6184,11.8603,1466.5000,8.0931,7.6130,12712.6000,3.9766,53.8790,41.0482,38.0400,15.8693,2.5854
"16 ABR2013",1.3129,128.3700,1.2163,0.85690,8.3823,7.4557,7.5220,1.3411,1.2654,1.5468,0.8707,"_",25.8680,294.7500,4.1161,"_","_","_",0.7006,4.3763,1.9558,71.0340,2.3524,3.4528,10.1909,1.6220,12.0084,1463.0800,8.1178,7.6125,12760.7600,3.9913,54.3090,41.1253,38.0350,15.9744,2.6084
"17 ABR2013",1.3129,128.6100,1.2149,0.86130,8.4727,7.4562,7.5550,1.3469,1.2691,1.5502,0.8703,"_",25.8540,294.5400,4.1145,"_","_","_",0.7005,4.3698,1.9558,71.1660,2.3549,3.4528,10.1915,1.6216,12.0304,1470.1400,8.1041,7.6130,12750.7900,3.9848,54.2170,41.3250,37.8900,16.0174,2.6094
"18 ABR2013",1.3045,128.4000,1.2164,0.85480,8.5008,7.4553,7.5870,1.3362,1.2633,1.5454,0.8670,"_",25.8750,297.9700,4.1147,"_","_","_",0.7002,4.3729,1.9558,70.4070,2.3422,3.4528,10.1268,1.6112,11.9538,1461.2200,8.0632,7.6147,12675.9800,3.9579,53.7810,41.2100,37.4520,15.8927,2.6207
"19 ABR2013",1.3115,130.2100,1.2176,0.85440,8.5110,7.4559,7.5965,1.3443,1.2692,1.5486,0.8709,"_",25.8570,298.2400,4.1003,"_","_","_",0.7002,4.3683,1.9558,70.7850,2.3568,3.4528,10.1820,1.6209,12.0022,1468.7200,8.1021,7.5968,12732.6800,3.9811,53.9500,41.3002,37.5090,16.0396,2.6398
"22 ABR2013",1.3037,130.0000,1.2188,0.85630,8.5139,7.4549,7.6090,1.3375,1.2696,1.5461,0.8680,"_",25.9300,299.7900,4.1079,"_","_","_",0.7002,4.3573,1.9558,70.5910,2.3515,3.4528,10.1221,1.6161,12.1109,1459.9400,8.0592,7.6020,12667.8800,3.9746,53.8880,41.2138,37.3770,16.0012,2.6237
"23 ABR2013",1.2990,128.5600,1.2219,0.85165,8.5926,7.4541,7.6775,1.3350,1.2676,1.5472,0.8654,"_",25.9090,299.4500,4.1342,"_","_","_",0.7005,4.3498,1.9558,70.6070,2.3478,3.4528,10.0860,1.6113,12.0034,1453.8400,8.0267,7.6055,12632.5000,3.9718,53.6330,41.2270,37.4500,15.9641,2.6266
"24 ABR2013",1.3006,129.4600,1.2302,0.85250,8.5885,7.4553,7.6780,1.3345,1.2659,1.5366,0.8660,"_",25.9090,299.5500,4.1367,"_","_","_",0.7001,4.3495,1.9558,70.5190,2.3476,3.4528,10.0980,1.6147,11.9395,1453.8000,8.0352,7.6065,12637.7600,3.9644,53.6570,40.9583,37.6260,15.9395,2.6318
"25 ABR2013",1.3080,129.6700,1.2334,0.84580,8.5961,7.4559,7.6535,1.3374,1.2669,1.5299,0.8683,"_",25.8990,301.2400,4.1467,"_","_","_",0.7000,4.3493,1.9558,70.7960,2.3540,3.4528,10.1549,1.6188,11.8804,1452.9200,8.0650,7.6070,12709.6900,3.9728,53.9160,40.7829,38.0760,15.8922,2.6266
"26 ABR2013",1.2999,128.1300,1.2273,0.84000,8.5579,7.4559,7.6215,1.3256,1.2651,1.5277,0.8641,"_",25.7440,301.5700,4.1590,"_","_","_",0.6999,4.3397,1.9558,70.6170,2.3420,3.4528,10.0922,1.6099,11.8612,1445.3800,8.0139,7.5985,12635.0200,3.9444,53.6120,40.7105,38.0870,15.8523,2.6005
"29 ABR2013",1.3113,128.2700,1.2279,0.84400,8.5503,7.4564,7.6090,1.3293,1.2671,1.5322,0.8688,"_",25.6970,298.1500,4.1309,"_","_","_",0.7000,4.3225,1.9558,71.0370,2.3521,3.4528,10.1777,1.6176,11.7470,1450.3900,8.0842,7.5970,12743.7300,3.9766,53.9500,40.5915,38.3820,15.8514,2.6112
"30 ABR2013",1.3072,127.3500,1.2238,0.84430,8.5420,7.4560,7.6075,1.3213,1.2649,1.5272,0.8663,"_",25.7990,300.1200,4.1504,"_","_","_",0.7000,4.3264,1.9558,70.2750,2.3520,3.4528,10.1452,1.6128,11.8045,1440.4100,8.0597,7.5905,12705.3000,3.9764,53.7970,40.6914,38.3010,15.9408,2.6236
"01 MAY2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 MAY2013",1.3191,129.0400,1.2244,0.84660,8.5503,7.4559,7.5865,1.3285,1.2871,1.5540,0.8712,"_",25.6500,297.0800,4.1465,"_","_","_",0.7001,4.3215,1.9558,70.9210,2.3633,3.4528,10.2357,1.6270,11.8585,1452.8500,8.1204,7.5822,12844.3200,4.0238,53.9400,41.2009,38.8210,16.0529,2.6426
"03 MAY2013",1.3114,128.6000,1.2235,0.84310,8.5307,7.4533,7.6075,1.3263,1.2780,1.5391,0.8679,"_",25.6400,296.1200,4.1407,"_","_","_",0.6999,4.3031,1.9558,70.7170,2.3543,3.4528,10.1754,1.6173,11.7437,1437.8300,8.0725,7.5827,12774.6400,3.9790,53.5640,40.8208,38.7910,15.9604,2.6334
"06 MAY2013",1.3107,130.1800,1.2280,0.84310,8.5543,7.4528,7.6240,1.3217,1.2801,1.5380,0.8697,"_",25.6930,296.4000,4.1515,"_","_","_",0.7001,4.3135,1.9558,70.9940,2.3543,3.4528,10.1705,1.6144,11.7695,1435.4200,8.0826,7.5721,12758.3600,3.9026,53.5510,40.7400,38.7440,15.8424,2.6373
"07 MAY2013",1.3107,129.9800,1.2333,0.84420,8.5287,7.4526,7.6395,1.3175,1.2908,1.5524,0.8684,"_",25.7470,296.2500,4.1520,"_","_","_",0.7002,4.3160,1.9558,70.8930,2.3594,3.4528,10.1734,1.6157,11.8722,1430.1600,8.0658,7.5707,12761.0200,3.9070,53.5870,40.6500,38.7180,15.8943,2.6374
"08 MAY2013",1.3135,129.8900,1.2336,0.84690,8.5402,7.4535,7.5910,1.3190,1.2873,1.5629,0.8701,"_",25.8620,293.3100,4.1361,"_","_","_",0.7000,4.3123,1.9558,71.0930,2.3570,3.4528,10.1934,1.6138,11.9058,1421.5500,8.0665,7.5710,12779.4800,3.8903,53.5200,40.9017,38.5510,15.8073,2.6347
"09 MAY2013",1.3142,129.8000,1.2290,0.84435,8.5395,7.4535,7.5485,1.3189,1.2858,1.5530,0.8693,"_",25.7920,293.1300,4.1262,"_","_","_",0.7001,4.3253,1.9558,71.3360,2.3583,3.4528,10.1977,1.6144,11.8038,1434.4200,8.0572,7.5713,12780.7400,3.9084,53.6690,40.9300,38.6640,15.7546,2.6356
"10 MAY2013",1.2988,131.9400,1.2430,0.84430,8.5511,7.4550,7.5260,1.3113,1.2978,1.5623,0.8659,"_",25.8080,293.1800,4.1435,"_","_","_",0.6998,4.3298,1.9558,71.3100,2.3403,3.4528,10.0793,1.6070,11.8092,1436.5000,7.9782,7.5713,12645.9000,3.8799,53.4400,40.7450,38.6780,15.6700,2.6200
"13 MAY2013",1.2973,132.0100,1.2404,0.84410,8.5702,7.4534,7.5330,1.3092,1.3003,1.5662,0.8655,"_",25.8440,293.3300,4.1555,"_","_","_",0.6998,4.3239,1.9558,71.0100,2.3450,3.4528,10.0689,1.6090,11.7993,1442.7800,7.9742,7.5615,12634.6900,3.8890,53.3870,40.6380,38.5040,15.7100,2.6100
"14 MAY2013",1.2977,131.8800,1.2416,0.84815,8.6333,7.4531,7.5405,1.3157,1.3080,1.5757,0.8669,"_",25.8870,295.5300,4.1665,"_","_","_",0.6993,4.3315,1.9558,71.0700,2.3506,3.4528,10.0726,1.6108,11.9560,1441.0100,7.9715,7.5630,12642.0000,3.8787,53.4300,40.6650,38.5550,15.7800,2.6100
"15 MAY2013",1.2864,132.0400,1.2499,0.84640,8.5960,7.4539,7.5415,1.3133,1.3015,1.5662,0.8632,"_",26.0030,292.2700,4.1827,"_","_","_",0.6994,4.3355,1.9558,70.4500,2.3464,3.4528,9.9849,1.6045,11.9820,1436.7400,7.9050,7.5615,12549.2300,3.8612,53.0860,40.4920,38.2700,15.6385,2.5997
"16 MAY2013",1.2890,132.1500,1.2444,0.84550,8.5893,7.4529,7.5360,1.3140,1.3120,1.5796,0.8646,"_",25.9800,290.5100,4.1827,"_","_","_",0.6992,4.3342,1.9558,70.6100,2.3591,3.4528,10.0069,1.6150,12.0720,1441.8400,7.9263,7.5695,12578.2400,3.8818,53.2310,40.4550,38.4120,15.8096,2.6151
"17 MAY2013",1.2869,131.8700,1.2449,0.84475,8.5922,7.4524,7.5393,1.3220,1.3216,1.5917,0.8629,"_",25.9890,290.5600,4.1704,"_","_","_",0.6993,4.3370,1.9558,70.6100,2.3646,3.4528,9.9911,1.6156,12.0764,1437.8400,7.9040,7.5710,12554.9300,3.8890,52.9640,40.3876,38.3240,15.8403,2.6100
"20 MAY2013",1.2853,131.8600,1.2460,0.84560,8.5754,7.4528,7.5143,1.3212,1.3140,1.5760,0.8622,"_",26.1210,289.9900,4.1821,"_","_","_",0.6997,4.3473,1.9558,70.8000,2.3736,3.4528,9.9766,1.6132,12.1601,1437.9900,7.8903,7.5710,12548.0800,3.8739,52.9820,40.2680,38.3150,15.8305,2.6134
"21 MAY2013",1.2866,132.3300,1.2476,0.84910,8.5600,7.4527,7.5065,1.3212,1.3147,1.5781,0.8634,"_",26.0980,290.4200,4.1898,"_","_","_",0.6999,4.3493,1.9558,71.2970,2.3788,3.4528,9.9863,1.6209,12.2890,1429.2300,7.8955,7.5713,12560.1400,3.8855,53.1340,40.2267,38.3660,15.8388,2.6293
